"raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
1322673126,194740,20,484,0.78,4.32,-87.1,4,0.02,0,0,-13,2,39,60,635,-312,0,0,0,13,0.11,-0.03,-0.02,37,112,-35,528,93,447,64.40198005,-45.78980805,-72.93626047,31,1.03,0.22,-0.72,-134,182,-202,-425,427,103,144,22,119,39,0.14,-0.47,-0.18,-101,334,-154,-592,642,699,"D"
1322837899,68292,7,761,119,14.3,2.43,17,0.16,0.13,-0.13,-15,60,-156,27,598,-325,-32.1,-6.32,-33.9,7,-1.27,-0.03,0.43,4,-69,21,567,89,388,-100.8433088,-50.14304159,23.28243351,5,0.1,0.32,-0.16,-25,-44,12,-444,424,-11,43.6,13.1,-37.4,13,0.21,0.19,0.41,-51,113,-6,-26,680,447,"C"
1323095017,12378,13,87,121,26.9,-6.36,19,-0.66,-0.02,-0.52,-32,69,-167,-15,591,-346,146,18.7,103,14,2.2,-1.53,-0.21,-6,76,111,-244,474,425,-87.07202008,-66.19973951,19.42036188,14,-0.39,0.31,-0.18,-86,-107,27,24,-722,-241,141,-4.71,102,44,0.71,-2.46,-0.49,99,399,-145,-278,787,705,"B"
1322837883,548287,7,716,118,13.9,-1.51,17,0.11,0.11,-0.15,-18,61,-159,33,604,-321,-42,27.4,-112,31,-0.11,-0.43,0.66,-302,-27,-29,-428,366,506,-106.8705572,-43.89703396,22.7749093,8,-0.02,0.26,0.03,-32,-66,17,-478,401,6,-49.5,-9.77,133,55,0.29,-1.38,0.25,-375,-380,-51,-149,-597,-4,"C"
1322489660,270623,16,807,1.24,2.08,-88.8,3,0.03,0,0.03,-5,9,29,35,561,-415,89.5,5.52,95.3,33,1.99,-0.8,0.39,-247,203,-56,-239,324,576,31.18312959,103.6524664,41.8525006,26,0.22,0,-0.23,216,77,102,343,370,333,179,12.1,13.1,38,-0.22,4.48,1.25,241,225,172,542,-356,7,"B"
1322673075,342898,19,439,0.86,1.84,-88.5,4,-0.03,0,-0.02,-3,2,42,34,621,-311,0,0,0,37,2.52,-1.56,1.54,-297,197,-81,-189,456,455,58.0359684,-50.38511518,-75.16149574,30,0.35,0.13,-0.36,-140,159,-198,-510,356,45,131,-33.6,91.4,31,0.05,-0.4,0.05,153,219,-148,-24,687,786,"B"
1323084351,404338,11,40,-2.48,5.19,-92.8,3,0.06,0.05,0.39,-18,-5,25,-6,606,-290,81.3,-29.4,42.8,15,-4.5,1.83,-0.97,-73,129,2,610,51,378,103.3022203,31.76231033,41.80752944,7,0.19,-0.82,0.33,20,55,26,-512,354,7,175,47.5,-163,25,0.42,3.32,1.72,-110,86,-202,-623,-23,446,"E"
1323094995,592312,13,67,123,26.4,-4.69,20,-0.45,-0.03,-0.43,-41,68,-176,5,575,-383,-52.6,-32.3,-6.04,40,2.04,-1.7,0.15,383,-41,-47,737,105,10,-21.95175599,16.11504353,129.6895349,9,0.61,-0.02,-0.13,14,-19,84,534,-514,-116,146,63.3,140,30,0.06,2.28,0.98,-109,236,-128,-716,410,666,"A"
1322837810,696314,5,776,112,35.8,-13.2,18,-0.22,0.42,-0.44,-30,58,-160,32,591,-342,147,-37.4,113,32,0.26,-0.5,0.77,-296,-47,-82,-427,285,499,-69.92954866,-48.34979984,65.34367393,3,-0.05,0.14,-0.13,-13,-18,17,-548,297,-91,-0.55,-1.33,-82.1,0,-0.05,0.08,-0.02,2,-2,-3,66,610,454,"A"
1322832889,928312,3,564,124,-42.2,165,17,0.11,0.11,-0.15,47,47,-155,168,602,-301,-22,-32.4,-35,13,-0.58,-0.32,0.61,76,-86,-59,695,33,217,54.01644565,-26.00599849,-95.82175884,17,0.08,0.06,-0.08,-44,88,-140,-553,273,63,0,0,0,47,1.25,-0.71,0.23,36,455,-34,-22,706,493,"C"
1322489693,42741,16,284,-16.9,0,-86,7,-0.1,-0.18,-0.85,-15,-23,58,18,636,-299,72.9,-6.96,99.5,26,-2.14,0.55,-0.03,-156,196,-25,-29,284,624,64.62282464,29.85008173,83.63787825,15,1.22,0.02,-0.08,42,86,106,-155,328,426,-178,13,60.4,45,-0.43,4.59,1.08,23,403,189,57,517,-305,"D"
1322837878,528338,6,711,117,16.1,-6.06,18,0.02,0.11,-0.15,-17,61,-161,19,601,-325,-82.4,-31,50.7,37,-1.16,0.22,0.31,144,-165,-285,503,-152,-411,-103.2839158,-50.76088293,16.27471438,6,-0.03,0.35,0.08,-30,-53,10,-446,426,-18,8.99,23.9,-91.5,22,-0.51,1.64,0.74,-166,106,81,-497,757,776,"B"
1323095013,864373,13,84,122,26.2,-5.34,19,-0.43,-0.02,-0.49,-36,66,-167,-8,584,-362,117,5.42,55.6,23,-4.11,1.41,0.48,144,54,162,407,316,431,24.19672394,39.84008051,109.7325904,9,0.21,-0.35,0.23,34,21,78,542,-503,-45,-157,37.7,-89.6,38,-0.8,1.51,0.31,-29,-280,-239,-71,-619,54,"B"
1322832839,172281,2,637,127,-43.3,164,18,0.1,0.13,-0.18,53,43,-163,169,607,-318,-73.6,-70.9,56.4,40,0.59,-0.67,0.82,96,-144,-356,389,-70,-529,115.7159446,21.13252728,-34.99705886,25,0.11,0.14,-0.18,52,227,-85,-129,570,139,0,0,0,54,1.28,-2.52,-0.15,-129,516,-6,-503,773,699,"B"
1322832940,680378,4,6,137,-32.6,130,18,0.03,0.13,-0.54,56,33,-159,174,608,-283,-31.5,-20.3,-52.8,8,3.64,-1.64,-0.15,-73,13,30,476,302,368,52.00533188,-40.53996392,-88.3551152,13,-1.35,1.62,1.67,-50,63,-98,-536,277,99,0,0,0,33,0.71,1.75,0.74,-313,-58,-51,-178,-612,-15,"E"
1322673116,514702,19,786,-0.25,5.4,-88.2,5,0.05,0,-0.03,-14,6,43,48,635,-291,0,0,0,36,-0.05,0.03,-0.13,-258,160,-173,-317,436,462,74.47761021,-46.24116801,-62.41845858,30,-0.16,0.55,0.77,-129,196,-169,-487,338,128,132,-8.01,92.5,31,0,0.05,-0.08,174,186,-173,-77,718,808,"C"
1322832934,116367,4,600,158,-30.7,127,24,-0.05,0.06,0.1,50,31,-227,160,511,-472,-32.3,-29.6,-32.6,11,-3.74,0.43,0.77,-90,-50,43,691,55,219,67.66280584,-25.43177546,-83.00767326,18,0.45,-0.27,-0.36,-45,112,-132,-512,318,100,0,0,0,29,1.03,-2.89,-1.1,-201,199,-5,-584,-82,493,"E"
1322837861,696278,6,696,117,16.5,-4.23,18,0.14,0.11,-0.15,-20,64,-158,15,603,-308,-39.8,32.7,-95.9,29,0.05,-0.55,0.82,-273,-66,-11,-284,271,611,93.78715365,45.36030137,40.85811873,17,0.1,-0.56,-0.23,75,138,68,-192,586,-38,-49,-17.8,116,50,-0.16,0.63,0.1,-293,-393,-51,28,-697,-137,"B"
1322832912,684378,4,580,127,-49,169,17,0.34,0.26,0.1,39,40,-161,180,601,-339,-14.4,-19,-42,12,-1.12,-0.24,0.77,-20,-57,99,444,102,504,55.47278421,-27.59251702,-93.60183264,17,0.16,0.1,-0.03,-45,87,-133,-537,290,57,0,0,0,44,1.24,-1.61,0.05,-309,298,-12,-708,392,571,"D"
1323095079,156332,14,821,139,20.3,26.2,23,-0.24,-0.08,-0.2,-57,81,-200,21,557,-424,95.9,13.2,1.78,29,3.29,-3.08,0.03,276,-66,-47,748,-23,78,-86.85593564,-13.12448934,68.48163106,9,-0.4,0.1,-0.25,-12,-70,58,247,-704,-125,158,0.67,80,36,0.43,1.33,0.3,85,311,-146,-85,728,602,"E"
1323084315,803408,11,387,1.55,7.6,-93.5,3,0.02,0,-0.03,-22,3,21,4,598,-316,88.7,-54.6,5.76,23,1.3,-0.4,0.49,88,-2,-209,752,-215,124,64.939906,-64.939906,54.48865294,1,0.21,0.02,-0.21,-7,7,6,-550,301,-6,138,9.57,94.2,43,-0.11,1.98,-0.07,0,346,-235,-281,689,391,"D"
1322837910,580761,7,738,119,15.7,0.15,18,0.21,0.13,-0.13,-23,61,-159,22,601,-333,-32.2,-1.35,-50.5,11,1.86,-1.06,0.85,-87,-50,48,354,188,534,118.0322923,38.79571974,4.204552227,2,-0.19,-0.03,0.26,9,22,1,-407,469,-40,-44.2,47.2,-132,43,-0.21,0.11,-0.26,-421,-52,2,-685,278,448,"D"
1322489652,378646,16,808,0.57,1.64,-88.5,3,-0.06,-0.02,-0.03,-3,1,28,24,570,-423,85.4,8.04,102,31,1.53,-0.31,-0.13,-231,184,-76,-316,331,584,38.5997986,59.19772307,83.23598345,15,-1.81,0.82,0.05,83,56,110,9,341,451,-173,19.9,98.5,42,-0.39,2.1,0.77,-26,374,180,-609,1170,-577,"B"
1322837944,684323,8,156,148,13.3,43.2,23,0.19,0.1,0.3,-16,46,-216,13,503,-473,-50,33.8,-107,32,0.58,-0.63,0.8,-293,-77,-63,-375,253,613,-89.14266313,-66.59403394,-11.46582515,4,0.06,0.92,-0.18,-27,-34,-5,-384,479,16,4.4,50.7,-84,27,-0.5,2.5,0.77,-244,101,25,-530,681,562,"E"
1322489729,346676,17,1,1.69,45.5,-81.9,7,1.38,-0.11,0,63,-13,8,443,495,-46,62.4,-33.1,39.1,14,2.47,-0.59,0.28,52,121,-35,640,-32,335,55.82441814,9.645819033,100.2280531,4,-0.31,0.16,0.05,4,22,35,-471,183,277,-136,17.5,125,35,1.04,-0.47,0.28,-174,210,214,-928,1370,-709,"E"
1322832872,944320,3,549,128,-40.7,161,18,0.1,0.11,-0.18,47,43,-161,164,598,-316,-4.26,-28.3,-41.4,8,-1.12,-0.27,0.84,24,-79,-7,630,18,333,45.1114267,-24.81552252,-104.6740528,17,0.11,0.05,-0.18,-40,71,-141,-563,249,52,0,0,0,46,1.04,0.11,0.48,-311,326,14,-704,463,612,"C"
1322837893,460312,7,724,120,14.5,1.29,18,0.05,0.1,-0.23,-19,63,-166,31,602,-334,-44.4,15.2,-75.3,21,-1.81,0.4,-0.03,-197,-44,60,99,200,628,-103.2630209,-46.3647609,25.31343126,6,0.1,0.24,-0.05,-25,-48,14,-447,435,-11,29.8,29,-55.5,18,-0.37,1.28,0.2,-131,117,27,-313,765,591,"C"
1323084347,996281,11,38,9.57,5.35,-91.4,3,-0.05,0,0.66,-8,21,-13,24,535,-431,111,-42.2,-22.3,20,-4.51,1.45,-0.43,35,30,-190,716,-263,-183,-137.3,-15.4,12.3,3,-0.08,0.06,-0.16,-5,-32,4,-591,203,-29,124,28.5,117,26,-1.53,2.94,1.1,46,228,-103,-613,668,890,"E"
1322832892,220446,3,612,125,-41.8,165,18,0.13,0.11,-0.15,48,44,-159,156,611,-299,-14.5,-5.97,-60.5,13,-1.59,-0.13,0.44,-111,-59,40,359,131,547,50.86928777,-27.2668477,-98.05905884,18,0.22,0.02,-0.21,-47,85,-145,-559,278,26,0,0,0,39,0.67,1.17,0.46,53,372,-36,30,678,552,"D"
1322673127,870784,20,783,1.04,3.24,-87.2,4,0.03,0,-0.02,-10,3,37,44,627,-321,0,0,0,12,-0.05,-0.02,-0.05,10,114,-24,472,119,493,76.65672831,-37.25625186,-67.07234587,30,0.29,0.67,-0.54,-106,202,-181,-412,441,82,147,25.7,123,39,0.16,-0.71,0.02,-150,310,-163,-621,593,698,"D"
1323084265,88276,10,347,1.38,7.36,-92.6,4,0,0.02,-0.02,-21,5,27,14,606,-307,116,-53,-14.1,26,1.89,-0.95,0.57,108,9,-235,768,-156,-46,18.534795,0,138.5448377,2,0,-0.02,-0.02,0,3,16,-546,303,-26,77.7,58.2,127,27,-0.29,2.7,0.67,-170,109,-167,-690,213,545,"B"
1322837833,656329,6,673,118,17.5,-1.87,17,0.13,0.11,-0.15,-19,62,-158,18,600,-336,-53,8.9,-114,30,-1.12,-0.35,0.71,-292,-56,4,-312,249,602,21.86689459,0,135.2127381,1,0.13,0.35,0.11,0,2,9,-483,376,-196,4.84,12.7,-89.2,24,-0.08,1.45,0.51,-159,162,56,-444,767,709,"A"
1322837829,852283,6,669,118,18,-4.82,18,0.02,0.11,-0.23,-24,68,-163,14,602,-331,-67,-27.6,-119,32,0.18,-0.64,0.95,-302,-55,-58,-403,258,541,-45.81903823,-14.79814607,108.574654,5,-0.02,0.18,-0.03,-7,-21,42,-513,352,-169,-32.6,17.2,-150,39,0.39,-1.96,-0.51,-370,-1,75,-698,358,602,"A"
1322673125,818884,20,784,1.15,4.81,-87.1,4,0.02,0.02,0,-13,7,39,59,627,-305,0,0,0,12,0.06,0.02,0.02,43,104,-25,536,80,420,57.18019188,-51.06896598,-75.36304727,29,0.27,0.16,-0.15,-140,155,-196,-500,347,86,147,31.9,136,32,-0.35,2.73,0.54,-143,218,-169,-673,438,673,"D"
1323095033,136333,13,830,121,25.7,-6.51,20,-0.45,-0.02,-0.46,-37,72,-174,3,583,-365,49.4,-6.53,165,6,-0.18,-0.29,0.23,12,4,53,-409,347,472,-10.39211669,28.38799277,126.7492042,10,0.42,-0.03,-0.36,27,-10,92,533,-510,-45,162,41.5,172,29,0.29,1.2,0.07,-196,96,-176,-687,139,481,"C"
1322489634,78651,15,812,0.8,3.64,-88.4,3,0.05,0,-0.05,-7,2,30,43,575,-419,111,-39.1,-20.9,33,2.42,-0.79,0.39,157,58,-273,686,-143,-190,80.92721933,42.26129615,58.82451091,4,0.48,-0.69,-0.39,17,30,23,-316,339,339,172,-4.79,14.3,34,-0.16,-3.5,-0.36,180,227,167,395,-23,-93,"A"
1322673035,238649,18,794,0.45,5.08,-88.1,5,0.02,0,0,-16,2,46,48,639,-296,0,0,0,38,-0.02,-0.02,-0.07,-277,151,-194,-422,463,347,54.54525848,-49.85066453,-78.76460467,30,0.32,0.14,-0.3,-141,153,-209,-521,338,55,51.4,-55.2,164,33,0.1,0.03,0.1,243,94,-194,125,546,694,"A"
1322673077,30644,19,441,1.04,3.8,-88.3,4,-0.08,-0.02,-0.02,-10,5,39,38,631,-313,0,0,0,20,3.12,-1.54,0.48,16,171,-90,626,163,298,74.68948121,-40.88995103,-66.46063353,33,0.63,1.3,-0.13,-127,217,-197,-443,441,-40,146,-26.7,74.2,38,0.22,-1.2,-0.21,122,321,-133,17,663,719,"B"
1322489664,42720,16,806,0.24,2.81,-89,3,0.1,-0.02,-0.02,-9,2,27,27,567,-421,141,-16.5,-78.1,40,-3.31,1.06,0.46,47,13,-393,112,-279,-522,-1.714817745,38.68158188,118.3559886,6,0.42,-0.45,-0.92,22,-1,54,-345,230,387,-176,21.5,69.7,43,-0.03,-3.42,-0.48,-29,374,186,-364,982,-508,"B"
1323084304,836320,11,376,1.52,6.9,-92.8,3,0.05,0,0,-17,6,21,6,599,-305,69.5,-11,99.8,24,-1.78,0.74,-0.3,-197,127,-2,18,253,612,-36.62869371,-15.41025568,117.0537364,2,0.06,-0.05,-0.16,-3,-7,18,-578,231,15,152,41.4,153,35,0.18,-3.42,-0.57,-164,223,-195,-685,391,577,"C"
1323095048,900309,14,113,121,25.3,-6.09,19,-0.47,-0.02,-0.46,-39,70,-171,-1,590,-367,91.9,37.3,6.41,36,1.73,-1.2,-0.11,340,24,83,670,195,187,-3.368660921,26.11742532,130.7357333,9,0.43,0.1,-0.33,23,-3,86,536,-516,-77,-177,53.1,-167,27,0.45,-3.31,-0.33,-166,82,-194,-616,-75,317,"D"
1322673086,214730,19,448,1.05,5.44,-87.1,4,0.1,0,0.02,-14,1,38,57,629,-315,0,0,0,23,-4.08,1.4,0.69,37,81,-209,729,-56,-156,94.66687021,-35.66342038,-48.77523432,32,0.11,1.77,0.1,-111,258,-149,-266,548,88,155,31.4,175,22,-2.07,5.09,1.56,-43,119,-170,-640,147,712,"B"
1322837830,184563,6,670,117,18.1,-4.77,18,0.11,0.11,-0.21,-22,66,-161,20,605,-331,-64.4,-27.1,-118,32,0.24,-0.39,0.57,-303,-56,-60,-385,281,535,-33.4835797,-25.55525677,114.3303962,4,0.16,0.27,-0.15,-10,-13,36,-520,339,-160,-44.9,0.98,178,48,0.35,-0.87,-0.25,-374,-287,12,-541,-207,248,"A"
1322673049,246676,18,793,1.1,4.57,-87.9,5,0,0,-0.02,-15,1,43,46,632,-311,0,0,0,38,0,-0.02,0,-277,157,-185,-406,436,390,61.39893185,-48.83687258,-73.32392493,30,0.45,0.13,-0.34,-136,167,-194,-521,329,54,51.3,-40.4,157,33,-0.05,-0.03,0.02,233,106,-199,116,557,683,"A"
1322673070,214661,19,434,0.71,3.94,-88.4,4,0.26,0.02,0.02,-8,6,41,38,639,-305,0,0,0,18,-2.34,1.06,-0.43,62,123,-105,718,47,180,59.67418496,-47.84379811,-75.76338142,30,0.05,0.34,0.13,-136,166,-203,-529,340,-15,150,61,-173,30,-0.05,1.61,0.61,-229,-45,-174,-573,-82,464,"A"
1322673142,130753,20,497,0.51,5.23,-88.9,5,0.03,0,0,-15,1,45,36,632,-297,0,0,0,12,-0.24,0.1,-0.02,4,121,-15,443,153,489,60.76558501,-49.78267784,-73.12922953,29,0.32,0.16,-0.34,-138,165,-193,-497,334,104,148,30.7,126,33,0.02,-0.11,-0.07,-118,241,-186,-599,616,661,"D"
1322832866,128298,3,544,127,-40.8,164,18,0.03,0.11,-0.2,47,44,-162,164,598,-318,28,71.7,-40.8,33,0.42,-0.39,0.49,-306,-42,-88,-442,447,367,47.50819408,-32.74370746,-97.74209275,14,0.19,-0.06,-0.16,-45,64,-116,-566,220,90,0,0,0,33,1.45,-2.41,-0.92,-271,176,14,-628,-5,488,"C"
1322489615,562625,15,220,1.61,4.3,-88,3,-0.03,0.03,-0.02,-10,5,29,54,574,-429,74.1,43.6,87,30,0.02,0,-0.02,-218,154,-112,-341,235,596,83.69163047,16.31626572,-70.72669056,4,0.14,-0.63,-0.66,7,32,-28,-362,389,250,146,-55.1,151,36,-0.18,-0.21,0.28,-56,279,213,-466,975,-388,"A"
1322837940,892286,8,152,133,9.79,52.5,19,0.1,0.06,0.07,-13,62,-170,22,604,-326,-41.9,-15.9,-38.4,8,-1.65,-0.05,1.18,1,-63,52,557,113,391,-74.42746248,-52.83861216,-56.52760939,6,0.37,0.26,-0.38,-32,-43,-34,-455,426,-35,-68.4,-6.53,-160,57,0.24,-0.69,-0.11,-401,-392,-51,-285,-532,-78,"E"
1322837869,544315,6,766,115,16.7,-6.77,17,0.13,0.14,-0.1,-19,61,-157,10,601,-320,-60.2,-23.6,16.5,27,2.02,-1.53,1.23,143,-136,-178,705,-119,-157,37.79683115,0,119.2828015,7,0.02,0.16,0.05,0,27,68,-435,439,-40,24.8,13,-86.7,13,0.19,-1.77,-0.2,-46,121,26,-204,758,616,"B"
1322837914,372322,7,740,118,16.3,-1.96,18,0.1,0.11,-0.16,-20,64,-160,24,603,-329,-33.6,3,-52.9,13,-1.96,0.08,1,-113,-55,35,359,160,546,104.804452,38.87924376,-33.09252515,2,0,0.08,-0.03,7,16,-6,-423,455,-27,36.6,37.7,-39.3,27,0.32,-2.76,-0.31,-151,215,15,-319,764,586,"D"
1322832785,244338,2,190,128,-40.6,161,18,0.21,0.11,-0.11,47,45,-164,172,602,-329,3.27,6.32,-132,25,0.26,-0.53,0.87,-235,-59,12,-172,247,640,40.02828321,-23.92425903,-109.7218416,19,0.02,0.06,-0.02,-45,74,-169,-596,227,-10,0,0,0,40,1.73,1.59,-0.43,37,383,-57,-121,785,446,"A"
1322489706,154649,17,295,-5.46,3.08,-87.1,5,0.22,0.02,0.11,-15,3,44,37,583,-398,93.4,7.56,117,38,3.2,-0.48,0.13,-312,190,-70,-512,337,518,52.66002952,16.83261367,101.2450579,10,-0.4,0.56,0.03,16,48,81,-265,318,375,-177,7.45,125,38,-0.22,-1.22,0.16,-98,298,205,-923,1250,-627,"D"
1322832793,184316,2,646,123,-42.3,166,17,0.13,0.11,-0.16,50,43,-154,162,617,-298,2.04,17.1,-137,29,0.39,-0.61,1.05,-275,-62,-27,-312,274,590,63.24427258,-23.76762317,-88.11286412,20,0.53,0.31,-0.33,-47,118,-154,-508,367,8,0,0,0,38,0.92,0.63,0.38,4,370,-59,-50,719,448,"A"
1322837814,712294,5,657,113,26.1,-11.1,17,-0.32,0.13,-0.33,-5,57,-156,73,603,-331,165,-60.4,78.5,32,0.24,-0.5,0.84,-300,-44,-79,-424,289,509,-98.79607597,-56.47394316,12.8802822,5,-0.08,0.27,0.28,-25,-39,6,-543,301,-154,0.16,-1.84,-81,1,0,0.1,-0.02,7,0,-11,83,594,416,"A"
1323084275,264341,10,355,1.65,5.81,-92.8,3,0.02,0,-0.02,-15,3,22,6,609,-301,68.2,16.3,107,32,-0.18,-0.02,0.05,-278,102,-111,-340,342,520,93.00296529,-17.26357367,60.96716945,2,-0.14,0.58,0.64,-3,14,10,-566,272,-23,122,31.5,141,43,-0.32,-4.83,-0.95,-76,351,-214,-642,486,518,"B"
1322832778,508400,1,180,129,-40.3,163,18,0.13,0.11,-0.16,46,47,-166,184,597,-348,35.3,24.9,149,29,0.26,-0.51,0.82,-277,-52,-34,-320,310,575,41.39785675,-29.90466358,-104.8811354,18,0.14,0.05,-0.1,-52,71,-153,-581,245,8,0,0,0,13,0.63,0.24,0.52,74,94,36,655,-136,54,"A"
